Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Total,Date,Time,Payment,cogs,gross income,Rating,Month
A,Naypyitaw,Normal,Male,Home and lifestyle,92.38,7,678.993,2019-01-28,08:34,Ewallet,646.66,32.333,9.9,01
A,Mandalay,Member,Female,Fashion accessories,87.8,2,184.38,2019-10-06,11:19,Credit card,175.6,8.78,5.0,10
A,Mandalay,Normal,Female,Fashion accessories,72.92,4,306.264,2019-09-16,05:11,Credit card,291.68,14.584,8.6,09
A,Mandalay,Normal,Male,Home and lifestyle,54.96,2,115.416,2019-10-12,00:57,Credit card,109.92,5.496,8.6,10
B,Naypyitaw,Normal,Female,Food and beverages,40.8,9,385.56,2019-11-14,23:05,Credit card,367.2,18.36,4.7,11
A,Mandalay,Normal,Male,Home and lifestyle,46.95,3,147.8925,2019-12-22,16:02,Ewallet,140.85,7.0425,9.4,12
B,Mandalay,Member,Male,Fashion accessories,75.92,4,318.864,2019-05-31,00:28,Cash,303.68,15.184,4.7,05
C,Mandalay,Member,Female,Sports and travel,28.48,6,179.424,2019-02-25,20:42,Cash,170.88,8.544,6.7,02
B,Mandalay,Member,Male,Home and lifestyle,17.99,3,56.6685,2019-09-04,00:42,Cash,53.97,2.6985,4.2,09
B,Yangon,Member,Male,Fashion accessories,54.44,9,514.458,2019-05-11,12:50,Ewallet,489.96,24.498,4.2,05
A,Mandalay,Member,Female,Health and beauty,11.68,5,61.32,2019-09-29,11:41,Ewallet,58.4,2.92,4.6,09
C,Yangon,Member,Female,Home and lifestyle,37.72,4,158.424,2019-11-25,01:50,Ewallet,150.88,7.544,5.6,11
B,Naypyitaw,Member,Female,Sports and travel,54.26,9,512.757,2019-10-24,21:14,Credit card,488.34,24.417,7.3,10
B,Naypyitaw,Member,Male,Fashion accessories,86.56,2,181.776,2019-12-26,06:01,Credit card,173.12,8.656,9.4,12
A,Mandalay,Member,Male,Fashion accessories,11.74,7,86.289,2019-01-22,00:51,Cash,82.18,4.109,4.2,01
C,Yangon,Normal,Female,Sports and travel,37.61,2,78.981,2019-11-08,12:55,Ewallet,75.22,3.761,7.9,11
B,Naypyitaw,Member,Female,Sports and travel,38.15,3,120.1725,2019-04-19,09:14,Credit card,114.45,5.7225,7.8,04
A,Naypyitaw,Normal,Female,Health and beauty,92.87,2,195.027,2019-08-13,21:32,Cash,185.74,9.287,9.6,08
B,Mandalay,Member,Male,Fashion accessories,29.46,1,30.933,2019-06-22,12:12,Ewallet,29.46,1.473,7.2,06
A,Mandalay,Member,Male,Sports and travel,58.82,10,617.61,2019-06-25,21:01,Cash,588.2,29.41,6.2,06
B,Naypyitaw,Member,Female,Sports and travel,17.8,10,186.9,2019-05-14,01:50,Cash,178.0,8.9,7.0,05
B,Naypyitaw,Normal,Female,Food and beverages,11.37,5,59.6925,2019-01-19,08:22,Credit card,56.85,2.8425,7.7,01
A,Yangon,Member,Female,Home and lifestyle,13.12,2,27.552,2019-01-28,01:09,Cash,26.24,1.312,9.1,01
A,Naypyitaw,Normal,Male,Health and beauty,59.94,1,62.937,2019-08-05,09:15,Credit card,59.94,2.997,4.4,08
A,Yangon,Normal,Male,Electronic accessories,10.41,3,32.7915,2019-07-06,09:10,Ewallet,31.23,1.5615,8.2,07
C,Mandalay,Member,Female,Electronic accessories,49.67,7,365.0745,2019-08-30,09:29,Credit card,347.69,17.3845,6.3,08
A,Naypyitaw,Normal,Male,Food and beverages,35.42,10,371.91,2019-06-02,19:38,Ewallet,354.2,17.71,4.9,06
C,Naypyitaw,Member,Male,Home and lifestyle,46.93,3,147.8295,2019-01-21,03:24,Cash,140.79,7.0395,9.0,01
A,Naypyitaw,Normal,Female,Sports and travel,85.84,1,90.132,2019-08-10,12:17,Ewallet,85.84,4.292,7.5,08
A,Naypyitaw,Member,Female,Fashion accessories,90.17,8,757.428,2019-11-13,02:56,Credit card,721.36,36.068,9.7,11
A,Naypyitaw,Normal,Female,Home and lifestyle,36.88,7,271.068,2019-05-06,06:52,Cash,258.16,12.908,5.8,05
A,Mandalay,Member,Male,Food and beverages,28.84,10,302.82,2019-05-25,21:14,Cash,288.4,14.42,8.6,05
A,Mandalay,Member,Female,Home and lifestyle,91.64,5,481.11,2019-05-20,22:26,Cash,458.2,22.91,5.2,05
B,Yangon,Normal,Female,Home and lifestyle,25.55,9,241.4475,2019-01-28,04:43,Cash,229.95,11.4975,5.4,01
B,Naypyitaw,Normal,Male,Sports and travel,22.72,7,166.992,2019-12-23,00:41,Ewallet,159.04,7.952,6.4,12
C,Naypyitaw,Normal,Female,Food and beverages,18.12,4,76.104,2019-04-26,02:30,Cash,72.48,3.624,4.7,04
C,Naypyitaw,Normal,Male,Fashion accessories,36.15,9,341.6175,2019-09-21,05:34,Ewallet,325.35,16.2675,9.8,09
C,Yangon,Member,Male,Health and beauty,45.89,1,48.1845,2019-08-06,07:26,Cash,45.89,2.2945,8.1,08
A,Yangon,Member,Male,Electronic accessories,57.14,4,239.988,2019-05-18,08:31,Cash,228.56,11.428,7.8,05
C,Yangon,Normal,Male,Fashion accessories,41.32,10,433.86,2019-07-28,07:58,Credit card,413.2,20.66,4.4,07
A,Yangon,Member,Male,Fashion accessories,64.53,6,406.539,2019-02-14,22:05,Credit card,387.18,19.359,9.3,02
A,Mandalay,Member,Female,Food and beverages,37.83,6,238.329,2019-06-30,09:34,Cash,226.98,11.349,8.4,06
B,Mandalay,Member,Male,Sports and travel,13.66,9,129.087,2019-04-09,15:19,Ewallet,122.94,6.147,8.2,04
B,Yangon,Normal,Male,Electronic accessories,68.08,5,357.42,2019-12-27,02:17,Credit card,340.4,17.02,9.0,12
B,Yangon,Member,Female,Sports and travel,34.74,3,109.431,2019-12-01,13:02,Credit card,104.22,5.211,8.7,12
C,Yangon,Member,Male,Food and beverages,39.34,7,289.149,2019-09-28,11:08,Credit card,275.38,13.769,5.8,09
C,Yangon,Member,Male,Fashion accessories,86.68,2,182.028,2019-02-13,09:35,Ewallet,173.36,8.668,7.1,02
B,Yangon,Member,Male,Sports and travel,58.99,8,495.516,2019-05-26,12:37,Cash,471.92,23.596,4.1,05
C,Naypyitaw,Member,Male,Sports and travel,36.8,8,309.12,2019-09-22,01:31,Credit card,294.4,14.72,9.1,09
B,Naypyitaw,Member,Female,Food and beverages,87.96,5,461.79,2019-11-11,16:47,Credit card,439.8,21.99,5.2,11
C,Mandalay,Member,Male,Food and beverages,51.35,10,539.175,2019-09-30,16:45,Credit card,513.5,25.675,6.8,09
A,Yangon,Member,Male,Food and beverages,42.23,2,88.683,2019-08-08,07:55,Credit card,84.46,4.223,7.3,08
A,Naypyitaw,Member,Female,Health and beauty,36.63,10,384.615,2019-10-01,12:21,Cash,366.3,18.315,10.0,10
C,Mandalay,Member,Male,Health and beauty,36.91,8,310.044,2019-03-10,14:40,Cash,295.28,14.764,6.1,03
C,Naypyitaw,Member,Female,Health and beauty,15.47,8,129.948,2019-06-07,06:39,Ewallet,123.76,6.188,5.9,06
B,Mandalay,Normal,Female,Food and beverages,28.18,6,177.534,2019-04-23,17:09,Ewallet,169.08,8.454,5.6,04
A,Yangon,Member,Male,Fashion accessories,89.39,10,938.595,2019-11-27,16:53,Ewallet,893.9,44.695,7.8,11
A,Yangon,Normal,Female,Electronic accessories,73.1,10,767.55,2019-01-17,17:16,Credit card,731.0,36.55,9.6,01
C,Mandalay,Member,Male,Health and beauty,86.27,2,181.167,2019-12-13,19:02,Credit card,172.54,8.627,8.3,12
C,Naypyitaw,Member,Male,Home and lifestyle,38.59,1,40.5195,2019-06-04,05:46,Cash,38.59,1.9295,9.6,06
C,Yangon,Normal,Male,Fashion accessories,38.45,6,242.235,2019-05-22,17:27,Cash,230.7,11.535,9.5,05
C,Yangon,Normal,Male,Sports and travel,63.65,10,668.325,2019-01-27,01:52,Cash,636.5,31.825,9.3,01
A,Yangon,Member,Male,Electronic accessories,51.06,7,375.291,2019-05-22,15:39,Cash,357.42,17.871,7.0,05
B,Mandalay,Member,Male,Health and beauty,65.77,8,552.468,2019-10-16,06:52,Credit card,526.16,26.308,6.7,10
A,Mandalay,Normal,Female,Health and beauty,27.0,7,198.45,2019-02-26,00:21,Ewallet,189.0,9.45,4.1,02
B,Yangon,Normal,Male,Home and lifestyle,44.68,5,234.57,2019-03-16,21:32,Credit card,223.4,11.17,4.2,03
C,Naypyitaw,Normal,Female,Electronic accessories,88.18,7,648.123,2019-03-20,18:08,Credit card,617.26,30.863,9.6,03
A,Mandalay,Member,Male,Fashion accessories,34.54,10,362.67,2019-09-27,14:49,Cash,345.4,17.27,4.2,09
A,Mandalay,Normal,Male,Sports and travel,23.62,6,148.806,2019-12-20,18:18,Ewallet,141.72,7.086,7.1,12
C,Yangon,Normal,Female,Fashion accessories,78.11,1,82.0155,2019-08-29,17:00,Cash,78.11,3.9055,8.5,08
B,Naypyitaw,Member,Male,Electronic accessories,24.32,5,127.68,2019-09-24,15:52,Cash,121.6,6.08,9.2,09
B,Yangon,Normal,Male,Health and beauty,63.98,1,67.179,2019-11-02,13:48,Credit card,63.98,3.199,4.9,11
C,Naypyitaw,Member,Female,Home and lifestyle,51.39,9,485.6355,2019-04-17,11:33,Credit card,462.51,23.1255,4.1,04
C,Yangon,Member,Female,Health and beauty,62.71,8,526.764,2019-12-01,17:10,Cash,501.68,25.084,7.2,12
A,Mandalay,Normal,Male,Sports and travel,29.66,8,249.144,2019-03-24,03:45,Credit card,237.28,11.864,9.9,03
C,Yangon,Normal,Male,Fashion accessories,67.2,8,564.48,2019-03-25,12:33,Credit card,537.6,26.88,4.9,03
B,Yangon,Member,Female,Health and beauty,80.25,5,421.3125,2019-12-22,04:20,Ewallet,401.25,20.0625,7.9,12
C,Yangon,Normal,Female,Health and beauty,97.84,5,513.66,2019-06-06,11:53,Cash,489.2,24.46,4.5,06
C,Yangon,Normal,Female,Food and beverages,53.11,3,167.2965,2019-05-09,09:06,Ewallet,159.33,7.9665,8.1,05
B,Mandalay,Member,Male,Electronic accessories,54.75,4,229.95,2019-06-26,01:05,Ewallet,219.0,10.95,4.2,06
B,Yangon,Member,Female,Home and lifestyle,99.76,6,628.488,2019-08-19,20:29,Ewallet,598.56,29.928,5.7,08
C,Naypyitaw,Normal,Male,Home and lifestyle,14.68,1,15.414,2019-08-25,05:25,Credit card,14.68,0.734,6.1,08
B,Yangon,Normal,Female,Electronic accessories,85.6,10,898.8,2019-12-29,21:43,Credit card,856.0,42.8,5.0,12
A,Mandalay,Normal,Female,Food and beverages,74.84,8,628.656,2019-02-17,14:47,Ewallet,598.72,29.936,4.3,02
C,Mandalay,Member,Male,Food and beverages,91.32,1,95.886,2019-02-20,14:13,Ewallet,91.32,4.566,8.0,02
B,Yangon,Member,Female,Home and lifestyle,71.88,1,75.474,2019-04-02,15:31,Cash,71.88,3.594,7.3,04
C,Naypyitaw,Normal,Male,Health and beauty,86.02,8,722.568,2019-06-08,16:02,Cash,688.16,34.408,8.3,06
C,Yangon,Normal,Female,Food and beverages,69.86,2,146.706,2019-06-14,10:37,Ewallet,139.72,6.986,5.2,06
A,Mandalay,Normal,Male,Health and beauty,84.16,4,353.472,2019-10-06,14:02,Cash,336.64,16.832,6.4,10
C,Mandalay,Normal,Male,Food and beverages,22.41,6,141.183,2019-08-22,17:09,Ewallet,134.46,6.723,9.0,08
C,Mandalay,Member,Female,Sports and travel,34.64,1,36.372,2019-09-14,10:33,Ewallet,34.64,1.732,9.2,09
B,Mandalay,Member,Female,Home and lifestyle,67.48,6,425.124,2019-02-17,08:11,Cash,404.88,20.244,8.4,02
A,Yangon,Member,Male,Fashion accessories,91.94,2,193.074,2019-11-10,04:39,Cash,183.88,9.194,7.5,11
C,Yangon,Member,Female,Food and beverages,89.68,1,94.164,2019-11-16,23:03,Cash,89.68,4.484,9.4,11
C,Naypyitaw,Normal,Female,Sports and travel,35.16,8,295.344,2019-01-25,05:06,Ewallet,281.28,14.064,7.6,01
A,Naypyitaw,Normal,Female,Electronic accessories,11.87,10,124.635,2019-01-10,06:56,Ewallet,118.7,5.935,4.5,01
C,Naypyitaw,Member,Female,Home and lifestyle,27.92,1,29.316,2019-05-25,10:00,Ewallet,27.92,1.396,8.8,05
B,Yangon,Normal,Male,Sports and travel,97.55,10,1024.275,2019-07-10,01:26,Ewallet,975.5,48.775,8.6,07
A,Naypyitaw,Normal,Male,Health and beauty,81.34,1,85.407,2019-04-17,09:32,Cash,81.34,4.067,8.7,04
B,Yangon,Member,Male,Electronic accessories,65.42,8,549.528,2019-11-30,05:33,Cash,523.36,26.168,9.0,11
A,Yangon,Member,Male,Health and beauty,45.72,1,48.006,2019-08-14,10:37,Ewallet,45.72,2.286,6.8,08
C,Mandalay,Normal,Male,Electronic accessories,96.79,10,1016.295,2019-08-29,05:06,Ewallet,967.9,48.395,8.6,08
C,Mandalay,Normal,Female,Home and lifestyle,11.25,9,106.3125,2019-02-01,12:55,Cash,101.25,5.0625,6.6,02
A,Mandalay,Member,Male,Fashion accessories,90.92,10,954.66,2019-03-05,16:52,Credit card,909.2,45.46,8.2,03
C,Yangon,Normal,Male,Fashion accessories,23.14,7,170.079,2019-01-11,11:47,Ewallet,161.98,8.099,6.1,01
A,Naypyitaw,Normal,Male,Food and beverages,88.04,10,924.42,2019-06-27,02:22,Credit card,880.4,44.02,4.5,06
B,Mandalay,Normal,Female,Home and lifestyle,77.94,9,736.533,2019-09-21,11:08,Ewallet,701.46,35.073,4.2,09
C,Yangon,Member,Female,Home and lifestyle,63.53,10,667.065,2019-11-26,10:43,Cash,635.3,31.765,7.8,11
A,Mandalay,Normal,Female,Home and lifestyle,45.92,8,385.728,2019-06-15,06:01,Cash,367.36,18.368,5.3,06
A,Naypyitaw,Member,Male,Food and beverages,38.46,3,121.149,2019-06-11,19:27,Ewallet,115.38,5.769,7.4,06
A,Naypyitaw,Member,Male,Food and beverages,91.75,10,963.375,2019-07-07,15:58,Credit card,917.5,45.875,4.6,07
C,Mandalay,Member,Female,Health and beauty,60.29,6,379.827,2019-02-11,06:32,Cash,361.74,18.087,4.5,02
A,Naypyitaw,Normal,Male,Food and beverages,99.33,10,1042.965,2019-04-24,21:24,Ewallet,993.3,49.665,8.3,04
A,Naypyitaw,Normal,Female,Food and beverages,27.14,8,227.976,2019-01-02,04:36,Ewallet,217.12,10.856,9.0,01
C,Yangon,Normal,Male,Electronic accessories,55.31,10,580.755,2019-08-20,11:52,Cash,553.1,27.655,4.1,08
C,Naypyitaw,Member,Female,Health and beauty,69.05,3,217.5075,2019-11-25,15:58,Credit card,207.15,10.3575,5.2,11
B,Naypyitaw,Normal,Female,Fashion accessories,50.99,7,374.7765,2019-11-08,14:13,Cash,356.93,17.8465,4.3,11
B,Naypyitaw,Member,Female,Fashion accessories,29.9,2,62.79,2019-02-20,00:57,Credit card,59.8,2.99,7.6,02
B,Yangon,Normal,Female,Electronic accessories,51.38,7,377.643,2019-04-22,10:57,Credit card,359.66,17.983,4.4,04
C,Mandalay,Normal,Male,Food and beverages,23.28,8,195.552,2019-03-08,09:31,Cash,186.24,9.312,9.3,03
A,Mandalay,Normal,Male,Health and beauty,99.02,2,207.942,2019-03-28,01:48,Ewallet,198.04,9.902,6.5,03
C,Yangon,Normal,Male,Health and beauty,52.59,3,165.6585,2019-11-02,10:56,Cash,157.77,7.8885,8.0,11
C,Mandalay,Normal,Female,Food and beverages,73.77,4,309.834,2019-12-19,07:52,Cash,295.08,14.754,9.8,12
B,Mandalay,Member,Male,Health and beauty,77.62,8,652.008,2019-04-28,16:35,Credit card,620.96,31.048,5.7,04
C,Mandalay,Normal,Male,Home and lifestyle,11.1,9,104.895,2019-06-01,01:53,Ewallet,99.9,4.995,7.6,06
B,Mandalay,Member,Female,Electronic accessories,71.72,8,602.448,2019-02-28,20:22,Cash,573.76,28.688,5.2,02
A,Naypyitaw,Member,Male,Electronic accessories,85.46,4,358.932,2019-10-05,02:02,Cash,341.84,17.092,9.9,10
C,Mandalay,Normal,Female,Sports and travel,17.03,1,17.8815,2019-03-28,19:12,Cash,17.03,0.8515,8.7,03
C,Naypyitaw,Normal,Female,Sports and travel,95.84,1,100.632,2019-05-27,13:58,Cash,95.84,4.792,7.2,05
A,Yangon,Normal,Female,Home and lifestyle,46.72,10,490.56,2019-04-09,07:03,Ewallet,467.2,23.36,9.0,04
A,Mandalay,Normal,Female,Home and lifestyle,24.79,10,260.295,2019-07-24,18:33,Credit card,247.9,12.395,7.7,07
B,Yangon,Member,Male,Health and beauty,72.69,4,305.298,2019-06-11,06:49,Credit card,290.76,14.538,7.1,06
C,Naypyitaw,Member,Female,Electronic accessories,65.37,1,68.6385,2019-05-06,11:50,Credit card,65.37,3.2685,4.7,05
A,Yangon,Normal,Male,Home and lifestyle,62.09,2,130.389,2019-09-15,20:29,Ewallet,124.18,6.209,4.5,09
A,Mandalay,Normal,Female,Home and lifestyle,99.23,1,104.1915,2019-03-31,03:33,Cash,99.23,4.9615,5.8,03
C,Naypyitaw,Normal,Female,Health and beauty,94.34,7,693.399,2019-08-14,16:25,Credit card,660.38,33.019,5.3,08
A,Mandalay,Member,Male,Home and lifestyle,21.2,7,155.82,2019-09-20,07:37,Credit card,148.4,7.42,4.8,09
C,Naypyitaw,Normal,Male,Food and beverages,40.77,9,385.2765,2019-03-19,02:43,Ewallet,366.93,18.3465,5.0,03
B,Yangon,Normal,Male,Health and beauty,31.14,8,261.576,2019-10-03,01:34,Ewallet,249.12,12.456,8.0,10
A,Naypyitaw,Member,Male,Sports and travel,36.34,5,190.785,2019-06-25,22:25,Credit card,181.7,9.085,5.5,06
B,Yangon,Normal,Male,Home and lifestyle,49.65,4,208.53,2019-08-04,07:16,Cash,198.6,9.93,7.4,08
A,Mandalay,Member,Male,Health and beauty,90.32,5,474.18,2019-12-17,21:40,Credit card,451.6,22.58,6.7,12
B,Naypyitaw,Member,Female,Food and beverages,66.53,1,69.8565,2019-06-29,09:44,Cash,66.53,3.3265,4.4,06
A,Yangon,Member,Female,Home and lifestyle,57.39,4,241.038,2019-10-23,23:16,Cash,229.56,11.478,6.1,10
C,Naypyitaw,Normal,Female,Electronic accessories,46.8,9,442.26,2019-01-19,22:03,Credit card,421.2,21.06,8.4,01
C,Naypyitaw,Normal,Female,Electronic accessories,51.85,9,489.9825,2019-11-12,22:01,Ewallet,466.65,23.3325,6.0,11
A,Yangon,Normal,Male,Fashion accessories,90.23,6,568.449,2019-01-21,06:05,Credit card,541.38,27.069,6.6,01
B,Naypyitaw,Member,Female,Fashion accessories,24.6,5,129.15,2019-08-27,23:20,Cash,123.0,6.15,8.2,08
B,Mandalay,Normal,Female,Sports and travel,17.66,5,92.715,2019-06-03,11:14,Credit card,88.3,4.415,4.3,06
B,Naypyitaw,Normal,Male,Electronic accessories,37.95,1,39.8475,2019-11-11,04:04,Credit card,37.95,1.8975,7.3,11
C,Yangon,Normal,Male,Sports and travel,22.93,6,144.459,2019-03-14,15:18,Cash,137.58,6.879,9.5,03
A,Mandalay,Member,Male,Sports and travel,90.99,6,573.237,2019-01-05,13:10,Credit card,545.94,27.297,5.9,01
A,Mandalay,Member,Male,Electronic accessories,45.5,1,47.775,2019-07-26,16:54,Credit card,45.5,2.275,7.5,07
B,Yangon,Member,Female,Food and beverages,17.11,10,179.655,2019-04-16,16:45,Ewallet,171.1,8.555,8.4,04
B,Naypyitaw,Normal,Female,Health and beauty,92.31,3,290.7765,2019-03-13,09:59,Ewallet,276.93,13.8465,9.4,03
A,Mandalay,Member,Male,Electronic accessories,43.7,5,229.425,2019-04-29,03:39,Ewallet,218.5,10.925,5.1,04
C,Naypyitaw,Normal,Male,Home and lifestyle,19.89,9,187.9605,2019-09-15,14:49,Credit card,179.01,8.9505,8.7,09
B,Mandalay,Normal,Male,Sports and travel,13.59,4,57.078,2019-03-18,08:06,Cash,54.36,2.718,4.7,03
B,Naypyitaw,Member,Male,Health and beauty,24.02,3,75.663,2019-11-28,11:44,Cash,72.06,3.603,6.8,11
A,Mandalay,Normal,Female,Sports and travel,89.65,10,941.325,2019-10-07,11:06,Credit card,896.5,44.825,9.0,10
C,Mandalay,Member,Male,Sports and travel,72.63,1,76.2615,2019-12-02,19:59,Ewallet,72.63,3.6315,6.2,12
A,Naypyitaw,Normal,Female,Food and beverages,87.16,7,640.626,2019-01-27,01:12,Ewallet,610.12,30.506,9.8,01
A,Yangon,Normal,Male,Food and beverages,89.62,8,752.808,2019-03-14,17:10,Cash,716.96,35.848,5.6,03
A,Mandalay,Normal,Female,Electronic accessories,41.78,9,394.821,2019-08-04,04:06,Cash,376.02,18.801,6.2,08
A,Mandalay,Normal,Female,Electronic accessories,96.87,3,305.1405,2019-03-23,21:14,Ewallet,290.61,14.5305,4.8,03
A,Naypyitaw,Normal,Female,Electronic accessories,97.26,1,102.123,2019-01-04,17:21,Ewallet,97.26,4.863,7.0,01
B,Naypyitaw,Normal,Male,Electronic accessories,28.87,5,151.5675,2019-08-17,19:47,Credit card,144.35,7.2175,7.8,08
C,Yangon,Member,Female,Health and beauty,83.8,10,879.9,2019-10-15,23:16,Credit card,838.0,41.9,6.0,10
A,Mandalay,Member,Female,Food and beverages,89.21,4,374.682,2019-03-31,18:32,Cash,356.84,17.842,9.5,03
C,Naypyitaw,Member,Male,Sports and travel,42.51,3,133.9065,2019-10-26,05:17,Ewallet,127.53,6.3765,4.5,10
B,Naypyitaw,Normal,Male,Home and lifestyle,55.53,1,58.3065,2019-02-02,23:37,Credit card,55.53,2.7765,9.2,02
A,Mandalay,Member,Male,Health and beauty,30.45,5,159.8625,2019-07-25,18:44,Credit card,152.25,7.6125,6.3,07
B,Mandalay,Normal,Female,Health and beauty,30.66,1,32.193,2019-05-26,02:37,Ewallet,30.66,1.533,4.2,05
C,Yangon,Member,Female,Food and beverages,74.95,2,157.395,2019-03-22,18:58,Cash,149.9,7.495,8.4,03
B,Naypyitaw,Normal,Male,Electronic accessories,58.68,9,554.526,2019-11-10,12:29,Cash,528.12,26.406,7.2,11
C,Mandalay,Normal,Male,Health and beauty,57.23,8,480.732,2019-01-20,04:29,Credit card,457.84,22.892,4.3,01
A,Mandalay,Member,Male,Home and lifestyle,67.22,10,705.81,2019-02-14,11:24,Credit card,672.2,33.61,6.8,02
C,Yangon,Member,Male,Sports and travel,84.52,10,887.46,2019-07-08,11:36,Credit card,845.2,42.26,8.0,07
C,Mandalay,Member,Male,Fashion accessories,14.4,7,105.84,2019-10-10,01:57,Ewallet,100.8,5.04,9.8,10
C,Yangon,Normal,Male,Food and beverages,22.73,4,95.466,2019-07-01,09:12,Cash,90.92,4.546,9.0,07
B,Naypyitaw,Member,Male,Fashion accessories,27.18,5,142.695,2019-08-07,10:15,Cash,135.9,6.795,7.8,08
A,Naypyitaw,Normal,Male,Health and beauty,74.11,2,155.631,2019-04-28,15:13,Ewallet,148.22,7.411,5.2,04
A,Mandalay,Member,Female,Electronic accessories,42.3,4,177.66,2019-08-10,23:12,Ewallet,169.2,8.46,8.9,08
A,Yangon,Member,Male,Health and beauty,41.55,4,174.51,2019-02-06,20:12,Cash,166.2,8.31,9.4,02
B,Mandalay,Member,Female,Health and beauty,38.32,7,281.652,2019-11-01,22:06,Cash,268.24,13.412,8.6,11
C,Yangon,Normal,Female,Food and beverages,85.35,8,716.94,2019-08-14,11:49,Credit card,682.8,34.14,8.1,08
B,Naypyitaw,Member,Male,Food and beverages,25.54,2,53.634,2019-01-28,15:59,Cash,51.08,2.554,7.4,01
C,Yangon,Normal,Female,Electronic accessories,66.49,9,628.3305,2019-12-19,04:16,Cash,598.41,29.9205,4.4,12
B,Naypyitaw,Normal,Female,Food and beverages,45.78,10,480.69,2019-06-30,03:02,Ewallet,457.8,22.89,5.6,06
B,Naypyitaw,Normal,Female,Food and beverages,16.27,6,102.501,2019-01-06,23:00,Credit card,97.62,4.881,8.1,01
C,Naypyitaw,Member,Female,Sports and travel,42.9,10,450.45,2019-10-27,02:24,Cash,429.0,21.45,6.2,10
A,Yangon,Normal,Female,Sports and travel,11.6,8,97.44,2019-12-24,04:14,Ewallet,92.8,4.64,5.3,12
A,Mandalay,Member,Male,Electronic accessories,76.34,9,721.413,2019-10-13,08:25,Credit card,687.06,34.353,6.6,10
C,Yangon,Normal,Male,Fashion accessories,84.44,6,531.972,2019-09-14,10:05,Ewallet,506.64,25.332,8.6,09
C,Yangon,Member,Male,Sports and travel,55.23,2,115.983,2019-10-01,07:26,Cash,110.46,5.523,8.8,10
A,Naypyitaw,Member,Female,Sports and travel,18.68,1,19.614,2019-01-16,14:28,Cash,18.68,0.934,5.0,01
C,Yangon,Normal,Male,Food and beverages,52.07,3,164.0205,2019-12-22,17:53,Cash,156.21,7.8105,4.2,12
C,Mandalay,Normal,Female,Home and lifestyle,76.99,5,404.1975,2019-05-02,06:53,Cash,384.95,19.2475,4.3,05
A,Mandalay,Member,Female,Sports and travel,66.19,1,69.4995,2019-05-20,22:31,Cash,66.19,3.3095,9.3,05
B,Mandalay,Member,Male,Health and beauty,71.6,5,375.9,2019-06-07,10:36,Ewallet,358.0,17.9,7.0,06
B,Mandalay,Normal,Female,Sports and travel,47.32,3,149.058,2019-07-30,22:31,Cash,141.96,7.098,6.3,07
A,Mandalay,Normal,Male,Food and beverages,55.42,3,174.573,2019-09-07,01:18,Credit card,166.26,8.313,7.2,09
C,Naypyitaw,Member,Male,Food and beverages,56.48,10,593.04,2019-08-09,01:03,Credit card,564.8,28.24,6.9,08
B,Naypyitaw,Member,Male,Home and lifestyle,52.14,1,54.747,2019-01-05,02:26,Cash,52.14,2.607,7.5,01
B,Yangon,Normal,Female,Sports and travel,35.97,6,226.611,2019-09-17,19:24,Ewallet,215.82,10.791,9.8,09
C,Naypyitaw,Member,Female,Health and beauty,75.03,3,236.3445,2019-06-29,01:38,Cash,225.09,11.2545,7.8,06
A,Mandalay,Normal,Female,Sports and travel,77.91,7,572.6385,2019-12-31,18:45,Cash,545.37,27.2685,8.1,12
C,Mandalay,Member,Female,Food and beverages,57.73,8,484.932,2019-04-29,13:22,Cash,461.84,23.092,6.0,04
B,Yangon,Member,Male,Sports and travel,26.77,4,112.434,2019-08-01,09:34,Ewallet,107.08,5.354,10.0,08
B,Yangon,Normal,Female,Fashion accessories,71.75,6,452.025,2019-04-08,07:07,Cash,430.5,21.525,6.6,04
A,Yangon,Normal,Female,Home and lifestyle,94.97,7,698.0295,2019-10-04,20:15,Ewallet,664.79,33.2395,8.3,10
C,Mandalay,Normal,Male,Home and lifestyle,72.83,5,382.3575,2019-06-26,13:49,Ewallet,364.15,18.2075,9.3,06
A,Naypyitaw,Normal,Female,Sports and travel,65.78,2,138.138,2019-01-20,01:01,Ewallet,131.56,6.578,7.6,01
A,Naypyitaw,Normal,Female,Sports and travel,82.77,3,260.7255,2019-06-08,02:46,Credit card,248.31,12.4155,4.0,06
B,Yangon,Member,Female,Sports and travel,54.92,3,172.998,2019-08-13,04:28,Ewallet,164.76,8.238,9.2,08
C,Yangon,Member,Male,Fashion accessories,70.46,6,443.898,2019-01-30,00:41,Cash,422.76,21.138,7.6,01
C,Mandalay,Normal,Male,Sports and travel,67.57,7,496.6395,2019-02-26,02:41,Ewallet,472.99,23.6495,8.5,02
A,Mandalay,Normal,Male,Fashion accessories,65.86,10,691.53,2019-06-15,08:36,Credit card,658.6,32.93,4.1,06
C,Naypyitaw,Normal,Female,Fashion accessories,61.65,6,388.395,2019-01-03,04:26,Credit card,369.9,18.495,8.0,01
A,Naypyitaw,Member,Male,Electronic accessories,84.87,5,445.5675,2019-05-23,13:04,Ewallet,424.35,21.2175,5.2,05
A,Yangon,Member,Female,Fashion accessories,45.83,1,48.1215,2019-03-18,20:34,Cash,45.83,2.2915,8.9,03
